LB,Treatment,Day,Individual,Length,Height
9,Low,6,19,104.349,75.59
9,Low,6,20,91.102,73.167
9,Low,6,21,105.4,77.413
9,Low,6,22,108.423,76.996
9,Low,6,23,104.47,73.523
9,Low,6,24,102.323,72.353
9,Low,6,25,99.995,71.264
9,Low,6,26,105.795,72.518
9,Low,6,27,107.757,79.929
9,Low,6,28,104.149,72.414
9,Low,6,29,112.38,84.079
9,Low,6,30,95.951,75.166
9,Low,6,31,95.958,68.436
9,Low,6,32,100.393,71.752
9,Low,6,33,100.292,75.411
9,Low,6,34,100.334,71.131
9,Low,6,35,113.562,74.668
9,Low,6,36,106.152,76.986
9,Low,6,37,99.233,72.644
9,Low,6,38,109.537,80.571
9,Low,6,39,101.533,74.882
9,Low,6,40,96.355,71.777
9,Low,6,41,110.429,82.555
9,Low,6,42,109.481,82.069
9,Low,6,43,100.181,73.928
9,Low,6,44,113.845,80.811
9,Low,6,45,109.201,79.993
9,Low,6,46,107.413,76.703
9,Low,6,47,107.654,78.542
9,Low,6,48,106.485,77.971
9,Low,6,49,98.237,67.564
9,Low,6,50,100.578,69.713
9,Low,6,51,107.615,77.773
9,Low,6,52,101.72,73.503
9,Low,6,53,99.027,77.804
9,Low,6,54,105.134,79.854
9,Low,6,55,103.407,78.45
9,Low,6,56,98.479,68.851
9,Low,6,57,106.834,79.975
9,Low,6,58,108.447,79.863
9,Low,6,59,98.747,70.018
9,Low,6,60,109.861,80.738
9,Low,6,61,112.578,82.587
9,Low,6,62,103.493,73.477
9,Low,6,63,116.326,82.595
9,Low,6,64,118.749,83.445
9,Low,6,65,103.621,74.942
9,Low,6,66,102.483,69.3
9,Low,6,67,100.957,73.397
9,Low,6,68,99.671,71.627
9,Low,6,69,100.871,73.311
9,Low,6,70,91.285,65.299
9,Low,6,71,106.155,81.558
9,Low,6,72,117.843,84.7
9,Low,6,73,102.135,71.555
9,Low,6,74,95.965,66.955
9,Low,6,75,108.755,74.411
9,Low,6,76,104.058,79.121
9,Low,6,77,101.878,75.13
9,Low,6,78,99.64,74.045
9,Low,6,79,116.126,86.447
9,Low,6,80,103.91,78.716
9,Low,6,81,103.249,71.195
9,Low,6,82,103.671,76.619
9,Low,6,83,102.547,74.686
9,Low,6,84,104.106,73.255
9,Low,6,85,105.832,80.861
9,Low,6,86,96.503,73.276
9,Low,6,87,109.277,80.776
9,Low,6,88,110.139,79.421
9,Low,6,89,108.51,81.567
9,Low,6,90,104.319,76.421
9,Low,6,91,118.717,82.898
11,High,6,1,113.323,83.048
11,High,6,2,113.763,84.802
11,High,6,3,120.726,87.329
11,High,6,4,116.513,86.038
11,High,6,5,108.843,79.016
11,High,6,6,111.235,84.345
11,High,6,7,114.408,82.575
11,High,6,8,109.678,81.29
11,High,6,9,113.741,85.868
11,High,6,10,120.275,86.247
11,High,6,11,111.578,81.852
11,High,6,12,117.972,84.301
11,High,6,13,119.655,84.056
11,High,6,14,108.807,78.862
11,High,6,15,109.631,80.692
11,High,6,16,111.686,81.481
11,High,6,17,117.158,83.981
11,High,6,18,105.183,80.863
11,High,6,19,104.896,75.288
11,High,6,20,114.337,81.987
11,High,6,21,96.758,75.04
11,High,6,22,115.297,86.822
11,High,6,23,118.745,87.113
11,High,6,24,114.381,84.17
11,High,6,25,109.007,80.952
11,High,6,26,120.589,87.07
11,High,6,27,116.984,82.939
11,High,6,28,112.897,79.12
11,High,6,29,109.512,75.356
11,High,6,30,104.906,81.567
11,High,6,31,116.536,86.022
11,High,6,32,113.774,82.528
11,High,6,33,117.836,85.523
11,High,6,34,107.015,79.66
11,High,6,35,116.135,84.836
11,High,6,36,114.075,86.312
11,High,6,37,112.069,81.502
11,High,6,38,110.322,83.072
11,High,6,39,112.628,80.072
11,High,6,40,108.405,89.383
11,High,6,41,111.856,81.901
11,High,6,42,110.839,83.764
11,High,6,43,111.425,85.705
11,High,6,44,108.697,77.994
11,High,6,45,120.476,85.5
11,High,6,46,118.837,83.039
11,High,6,47,110.435,81.328
11,High,6,48,109.409,79.777
11,High,6,49,112.345,80.807
11,High,6,50,116.548,78.542
11,High,6,51,113.767,80.15
11,High,6,52,116.057,81.905
11,High,6,53,113.34,83.079
11,High,6,54,113.981,80.475
11,High,6,55,107.433,79.016
11,High,6,56,116.399,83.708
11,High,6,57,106.979,80.959
11,High,6,58,117.008,88.269
11,High,6,59,116.574,84.527
11,High,6,60,118.787,90.489
11,High,6,61,121.314,86.285
11,High,6,62,115.487,81.897
11,High,6,63,117.868,86.967
11,High,6,64,118.786,87.294
11,High,6,65,108.007,76.779
11,High,6,66,118.508,88.868
11,High,6,67,107.657,80.209
11,High,6,68,116.075,85.136
11,High,6,69,122.612,89.093
11,High,6,70,113.936,82.826
11,High,6,71,114.757,80.948
11,High,6,72,112.728,80.405
11,High,6,73,113.866,83.619
11,High,6,74,116.639,82.976
11,High,6,75,109.938,81.412
11,High,6,76,110.308,82.765
11,High,6,77,103.722,75.401
11,High,6,78,109.442,82.485
11,High,6,79,113.498,84.771
11,High,6,80,122.677,88.979
11,High,6,81,117.131,84.85
11,High,6,82,113.035,82.866
11,High,6,83,114.099,84.125
11,High,6,84,107.467,81.426
11,High,6,85,115.08,84.439
11,High,6,86,113.417,83.68
11,High,6,87,115.117,84.052
11,High,6,88,115.313,83.679
11,High,6,89,110.512,79.207
11,High,6,90,116.533,85.391
11,High,6,91,109.5,82.512
11,High,6,92,110.557,81.892
11,High,6,93,110.59,83.6
11,High,6,94,115.662,82.899
11,High,6,95,114.287,83.749
11,High,6,96,110.133,82.583
11,High,6,97,116.604,83.468
11,High,6,98,115.524,85.77
11,High,6,99,107.743,78.45
11,High,6,100,122.434,89.437
11,High,6,101,113.032,82.142
11,High,6,102,114.2,82.813
11,High,6,103,114.323,82.098
11,High,6,104,115.737,83.564
11,High,6,105,113.218,83.067
11,High,6,106,110.387,80.406
11,High,6,107,115.595,85.18
11,High,6,108,110.814,83.668
11,High,6,109,120.428,89.598
11,High,6,110,112.806,81.936
11,High,6,111,114.507,83.607
11,High,6,112,108.843,84.897
11,High,6,113,113.029,84.125
11,High,6,114,116.387,85.181
11,High,6,115,118.686,87.665
11,High,6,116,115.955,85.074
11,High,6,117,113.192,84.111
11,High,6,118,116.873,84.152
11,High,6,119,114.318,82.8
11,High,6,120,110.343,81.949
11,High,6,121,114.115,81.41
11,High,6,122,120.582,86.797
11,High,6,123,115.342,82.574
11,High,6,124,104.878,81.892
11,High,6,125,116.523,82.935
11,High,6,126,112.669,82.339
11,High,6,127,114.915,82.154
11,High,6,128,117.663,85.42
11,High,6,129,119.73,84.715
11,High,6,130,114.282,84.892
11,High,6,131,115.322,84.648
11,High,6,132,120.749,88.683
11,High,6,133,103.584,78.52
11,High,6,134,120.786,91.001
11,High,6,135,114.434,84.321
11,High,6,136,119.185,84.51
11,High,6,137,114.472,82.211
11,High,6,138,114.689,84.164
11,High,6,139,115.48,82.078
11,High,6,140,113.99,82.145
11,High,6,141,113.887,83.658
11,High,6,142,118.414,84.359
11,High,6,143,111.832,83.454
11,High,6,144,114.301,86.119
11,High,6,145,115.158,87.636
11,High,6,146,113.222,83.176
11,High,6,147,112.395,82.67
11,High,6,148,107.791,82.153
11,High,6,149,106.995,76.273
11,High,6,150,109.15,73.317
11,High,6,151,108.456,79.537
11,High,6,152,117.578,89.782
11,High,6,153,113.606,83.233
11,High,6,154,108.38,90.254
11,High,6,155,115.141,85.269
11,High,6,156,110.605,81.502
11,High,6,157,110.404,82.972
11,High,6,158,105.269,78.46
11,High,6,159,110.162,83.053
11,High,6,160,108.179,79.653
11,High,6,161,115.021,84.17
11,High,6,162,111.329,82.309
11,High,6,163,112.255,81.621
11,High,6,164,112.404,80.839
11,High,6,165,116.899,86.563
11,High,6,166,117.711,84.301
11,High,6,167,106.32,83.536
11,High,6,168,107.86,81.42
11,High,6,169,115.37,82.504
11,High,6,170,117.906,85.837
11,High,6,171,115.749,84.393
11,High,6,172,103.612,73.675
12,High,14,14,119.045,81.339
12,High,14,15,118.349,88.69
12,High,14,16,114.841,89.425
12,High,14,17,133.27,100.253
12,High,14,18,135.545,103.329
12,High,14,19,127.509,96.538
12,High,14,20,129.062,95.677
12,High,14,21,129.23,100.762
12,High,14,22,133.421,107.085
12,High,14,23,134.81,103.147
12,High,14,24,118.906,92.519
12,High,14,25,128.828,100.203
12,High,14,26,123.303,93.163
12,High,14,27,131.595,100.244
12,High,14,28,141.656,112.135
12,High,14,29,129.318,96.158
12,High,14,30,121.131,91.138
12,High,14,31,119.853,90.739
12,High,14,32,148.027,116.28
12,High,14,33,138.052,110.499
12,High,14,34,142.631,105.221
12,High,14,35,136.075,106.659
12,High,14,36,138.717,106.218
12,High,14,37,117.371,87.728
2,Low,26,1,161.876,143.456
2,Low,26,2,159.242,130.919
2,Low,26,3,147.088,119.221
2,Low,26,4,169.615,148.447
2,Low,26,5,178.87,147.214
2,Low,26,6,166.09,139.689
2,Low,26,7,143.14,117.882
2,Low,26,8,150.568,126.68
2,Low,26,9,220.069,192.426
2,Low,26,10,139.038,118.707
2,Low,26,11,156.047,131.481
2,Low,26,12,173.342,147.732
2,Low,26,13,128.974,114.782
2,Low,26,14,184.54,167.016
2,Low,26,15,174.77,158.412
2,Low,26,16,157.943,139.985
2,Low,26,17,170.896,161.506
2,Low,26,18,157.774,136.848
2,Low,26,19,173.539,146.904
2,Low,26,20,151.04,130.404
2,Low,26,21,148.564,127.386
2,Low,26,22,160.065,149.223
2,Low,26,23,121.306,101.642
2,Low,26,24,149.627,120.287
2,Low,26,25,202.283,177.126
2,Low,26,26,146.835,112.949
2,Low,26,27,188.729,163.068
2,Low,26,28,148.775,129.468
2,Low,26,29,214.007,196.161
2,Low,26,30,199.485,174.74
2,Low,26,31,133.249,118.32
2,Low,26,32,138.924,120.014
2,Low,26,33,174.328,154.481
2,Low,26,34,169.47,135.511
2,Low,26,35,145.757,131.1
2,Low,26,36,174.431,155.231
2,Low,26,37,168.845,148.724
2,Low,26,38,166.587,140.914
2,Low,26,39,153.031,135.517
2,Low,26,40,181.305,159.48
2,Low,26,41,142.799,116.593
2,Low,26,42,179.764,150.542
2,Low,26,43,181.323,152.656
2,Low,26,44,170.431,148.248
2,Low,26,45,197.962,175.465
2,Low,26,46,153.78,135.396
2,Low,26,47,193.928,178.429
2,Low,26,48,189.942,172.381
2,Low,26,49,152.531,140.481
2,Low,26,50,170.518,146.257
2,Low,26,51,158.323,137.67
2,Low,26,52,174.573,155.356
2,Low,26,53,127.494,104.243
2,Low,26,54,171.252,153.355
2,Low,26,55,159.613,135.892
2,Low,26,56,177.359,155.481
2,Low,26,57,208.678,187.2
2,Low,26,58,168.328,141.608
2,Low,26,59,151.508,137.069
2,Low,26,60,159.426,142.796
2,Low,26,61,162.492,141.67
2,Low,26,62,165.661,142.735
2,Low,26,63,185.442,157.617
2,Low,26,64,168.429,148.39
2,Low,26,65,172.236,153.014
2,Low,26,66,184.212,151.886
2,Low,26,67,145.04,115.519
2,Low,26,68,175.426,145.281
2,Low,26,69,153.116,128.35
2,Low,26,70,157.143,133.849
2,Low,26,71,156.556,129.313
2,Low,26,72,166.421,139.65
2,Low,26,73,193.76,170.5
2,Low,26,74,160.944,145.803
2,Low,26,75,183.829,167.991
2,Low,26,76,188,164.606
2,Low,26,77,182.734,164.66
2,Low,26,78,183.873,159.494
2,Low,26,79,165.885,138.314
2,Low,26,80,166.046,142.096
2,Low,26,81,136.973,106.964
2,Low,26,82,186.615,164.311
2,Low,26,83,166.012,152.216
2,Low,26,84,176.243,148.793
2,Low,26,85,171.534,152.068
2,Low,26,86,157.456,132.399
2,Low,26,87,145.341,122.148
2,Low,26,88,170.339,147.701
2,Low,26,89,186.15,157.632
2,Low,26,90,141.919,128.489
2,Low,26,91,192.559,161.062
2,Low,26,92,146.371,133.257
2,Low,26,93,160.244,130.959
2,Low,26,94,146.722,117.922
2,Low,26,95,155.667,135.626
2,Low,26,96,165.875,134.833
2,Low,26,97,157.49,137.599
2,Low,26,98,130.279,111.596
2,Low,26,99,178.166,160.587
2,Low,26,100,180.392,157.85
2,Low,26,101,178.651,153.748
2,Low,26,102,177.1,156.899
2,Low,26,103,169.736,150.496
2,Low,26,104,187.692,166.159
2,Low,26,105,165.984,139.135
2,Low,26,106,170.835,145.134
2,Low,26,107,147.867,126.614
2,Low,26,108,166.534,147.858
2,Low,26,109,156.782,129.287
2,Low,26,110,163.756,142.734
2,Low,26,111,172.546,151.178
2,Low,26,112,140.319,115.887
2,Low,26,113,157.3,129.821
2,Low,26,114,162.732,145.363
2,Low,26,115,141.379,115.252
2,Low,26,116,151.638,129.699
2,Low,26,117,157.466,137.014
2,Low,26,118,154.362,129.516
2,Low,26,119,180.88,149.093
2,Low,26,120,150.386,127.728
2,Low,26,121,175.59,150.018
2,Low,26,122,137.811,117.372
2,Low,26,123,165.244,137.441
3,Low,26,1,161.395,138.66
3,Low,26,2,118.06,89.961
3,Low,26,3,142.316,112.927
3,Low,26,4,143.44,120.399
3,Low,26,5,162.415,141.106
3,Low,26,6,190.671,154.276
3,Low,26,7,145.434,111.969
3,Low,26,8,159.398,133.483
3,Low,26,9,164.748,129.979
3,Low,26,10,180.063,151.021
3,Low,26,11,146.51,121.468
3,Low,26,12,164.51,136.343
3,Low,26,13,154.972,125.475
3,Low,26,14,159.568,138.983
3,Low,26,15,188.729,157.33
3,Low,26,16,172.582,152.141
3,Low,26,17,149.628,123.756
3,Low,26,18,154.457,126.451
3,Low,26,19,175.883,147.736
3,Low,26,20,154.032,125.515
3,Low,26,21,165.674,144.281
3,Low,26,22,167.934,138.924
3,Low,26,23,150.438,119.962
3,Low,26,24,153.406,121.642
3,Low,26,25,137.857,108.247
3,Low,26,26,163.604,138.871
3,Low,26,27,183.997,162.962
3,Low,26,28,149.696,129.275
3,Low,26,29,158.573,133.723
3,Low,26,30,173.606,146.079
3,Low,26,31,166.679,146.353
3,Low,26,32,171.74,159.407
3,Low,26,33,175.733,148.948
3,Low,26,34,161.743,141.48
3,Low,26,35,191.948,158.106
3,Low,26,36,179.556,151.99
3,Low,26,37,171.952,145.127
3,Low,26,38,193.729,165.957
3,Low,26,39,159.604,134.369
3,Low,26,40,146.181,122.571
3,Low,26,41,118.658,93.248
3,Low,26,42,141.389,116.006
3,Low,26,43,156.321,124.249
3,Low,26,44,142.062,121.888
3,Low,26,45,179.652,153.601
3,Low,26,46,176.872,155.895
3,Low,26,47,128.797,99.837
3,Low,26,48,204.478,175.208
3,Low,26,49,158.535,128.191
3,Low,26,50,163.572,148.369
3,Low,26,51,141.884,120.99
3,Low,26,52,154.053,128.836
3,Low,26,53,189.599,154.098
3,Low,26,54,182.539,152.945
3,Low,26,55,144.391,123.844
3,Low,26,56,192.422,164.031
3,Low,26,57,157.684,135.06
3,Low,26,58,172.501,143.763
3,Low,26,59,148.798,120.327
3,Low,26,60,123.117,95.495
3,Low,26,61,147.91,122.438
3,Low,26,62,156.174,135.137
3,Low,26,63,150.585,130.62
3,Low,26,64,157.904,143.178
3,Low,26,65,172.284,143.767
3,Low,26,66,162.558,142.604
3,Low,26,67,171.782,153.022
3,Low,26,68,153.682,130.235
3,Low,26,69,144.638,120.137
3,Low,26,70,163.791,134.021
3,Low,26,71,148.693,124.221
3,Low,26,72,133.031,107.181
3,Low,26,73,162.072,141.552
3,Low,26,74,153.78,127.175
3,Low,26,75,174.217,137.502
3,Low,26,76,169.337,133.346
3,Low,26,77,143.677,108.576
3,Low,26,78,173.554,147.484
3,Low,26,79,139.968,119.155
3,Low,26,80,164.644,148.139
3,Low,26,81,152.05,117.709
3,Low,26,82,183.63,161.342
3,Low,26,83,137.443,118.978
3,Low,26,84,176.486,155.399
3,Low,26,85,130.041,103.4
3,Low,26,86,205.404,176.171
3,Low,26,87,161.474,124.75
3,Low,26,88,159.182,134.575
5,High,26,1,204.518,172.19
5,High,26,2,176.494,142.559
5,High,26,3,162.923,133.948
5,High,26,4,166.18,138.131
5,High,26,5,153.63,120.498
5,High,26,6,149.654,125.4
5,High,26,7,187.904,152.185
5,High,26,8,178.784,153.234
5,High,26,9,182.986,152.068
5,High,26,10,169.769,143.81
5,High,26,11,188.813,156.224
5,High,26,12,179.276,146.722
5,High,26,13,142.128,112.158
5,High,26,14,189.361,157.773
5,High,26,15,207.074,167.93
5,High,26,16,162.433,132.981
5,High,26,17,173.292,142.428
5,High,26,18,204.595,164.587
5,High,26,19,208.411,176.499
5,High,26,20,177.618,146.974
5,High,26,21,165.449,136.879
5,High,26,22,169.759,139.847
5,High,26,23,176.173,141.723
5,High,26,24,165.885,140.985
5,High,26,25,165.967,138.329
5,High,26,26,167.429,140.352
5,High,26,27,145.3,122.503
5,High,26,28,164.227,136.065
5,High,26,29,189.984,159.606
5,High,26,30,168.633,144.228
5,High,26,31,166.665,139.361
5,High,26,32,189.057,152.617
5,High,26,33,162.733,139.806
5,High,26,34,135.91,115.279
5,High,26,35,171.865,143.812
5,High,26,36,195.591,163.594
5,High,26,37,177.768,144.492
5,High,26,38,185.771,153.981
5,High,26,39,163.533,131.232
5,High,26,40,183.396,157.646
5,High,26,41,185.755,156.477
5,High,26,42,150.527,117.443
5,High,26,43,188.326,155.306
5,High,26,44,159.402,133.354
5,High,26,45,181.022,144.77
5,High,26,46,156.041,131.565
5,High,26,47,168.948,139.595
5,High,26,48,148.557,126.469
5,High,26,49,197.771,161.845
5,High,26,50,179.819,149.273
5,High,26,51,199.576,171.324
5,High,26,52,161.45,128.708
5,High,26,53,167.876,138.196
5,High,26,54,164.132,133.913
5,High,26,55,136.086,109.505
5,High,26,56,173.98,145.157
5,High,26,57,146.493,120.813
5,High,26,58,189.758,157.54
5,High,26,59,164.867,138.344
5,High,26,60,167.911,140.117
5,High,26,61,168.838,142.941
5,High,26,62,135.922,102.876
5,High,26,63,151.274,126.478
5,High,26,64,157.931,129.631
5,High,26,65,150.365,124.184
5,High,26,66,141.189,117.619
5,High,26,67,159.161,129.414
5,High,26,68,198.055,169.364
5,High,26,69,170.966,136.869
5,High,26,70,180.81,151.861
5,High,26,71,186.318,158.549
5,High,26,72,154.67,126.003
5,High,26,73,173.233,142.772
5,High,26,74,180.061,148.082
5,High,26,75,188.998,162.24
5,High,26,76,190.421,167.105
5,High,26,77,177.855,153.879
5,High,26,78,158.737,130.878
5,High,26,79,152.282,116.81
5,High,26,80,188.28,163.482
5,High,26,81,180.061,151.066
5,High,26,82,166.011,133.928
5,High,26,83,172.544,147.191
5,High,26,84,143.129,117.583
5,High,26,85,177.162,139.184
5,High,26,86,194.708,172.19
5,High,26,87,161.458,129.398
5,High,26,88,169.182,143.799
5,High,26,89,180.544,149.912
5,High,26,90,184.501,152.135
5,High,26,91,174.01,144.696
5,High,26,92,169.364,143.799
5,High,26,93,131.752,109.08
5,High,26,94,217.85,191.954
5,High,26,95,162.073,137.608
5,High,26,96,169.992,136.638
5,High,26,97,169.543,146.456
5,High,26,98,158.885,126.934
5,High,26,99,173.327,149.882
5,High,26,100,165.702,137.251
5,High,26,101,159.587,120.582
5,High,26,102,156.295,128.978
5,High,26,103,143.911,118.505
5,High,26,104,189.742,162.119
5,High,26,105,181.606,149.154
5,High,26,106,173.199,141.696
5,High,26,107,159.79,127.978
5,High,26,108,157.388,132.415
5,High,26,109,134.955,107.097
5,High,26,110,172.182,152.308
5,High,26,111,192.243,166.308
5,High,26,112,145.95,120.021
8,Low,26,1,145.176,126.126
8,Low,26,2,127.943,103.316
8,Low,26,3,152.994,132.624
8,Low,26,4,151.338,122.241
8,Low,26,5,172.47,141.462
8,Low,26,6,164.244,145.215
8,Low,26,7,134.885,112.208
8,Low,26,8,155.381,125.629
8,Low,26,9,159.042,131.85
8,Low,26,10,174.901,141.631
8,Low,26,11,170.564,147.943
8,Low,26,12,151.77,127.616
8,Low,26,13,139.277,120.483
8,Low,26,14,127.087,104.339
8,Low,26,15,153.596,126.885
8,Low,26,16,136.304,106.188
8,Low,26,17,138.645,125.245
8,Low,26,18,143.775,126.648
8,Low,26,19,136.021,110.958
8,Low,26,20,132.573,111.821
8,Low,26,21,167.344,144.502
8,Low,26,22,148.866,125.354
8,Low,26,23,167.449,145.936
8,Low,26,24,149.554,124.184
8,Low,26,25,148.926,116.401
8,Low,26,26,158.58,132.35
8,Low,26,27,157.875,138.403
8,Low,26,28,136.67,115.75
8,Low,26,29,149.173,121.652
8,Low,26,30,147.927,127.837
8,Low,26,31,155.036,125.481
8,Low,26,32,146.651,122.148
8,Low,26,33,152.396,118.4
8,Low,26,34,129.92,106.398
8,Low,26,35,175.838,138.901
8,Low,26,36,160.367,130.093
8,Low,26,37,140.539,115.713
8,Low,26,38,174.003,146.693
8,Low,26,39,147.921,120.24
8,Low,26,40,141.157,117.813
8,Low,26,41,135.212,110.473
8,Low,26,42,135.002,102.921
8,Low,26,43,144.9,118.606
8,Low,26,44,163.322,139.721
8,Low,26,45,131.973,105.172
8,Low,26,46,143.445,125.625
8,Low,26,47,184.285,146.174
8,Low,26,48,160.251,135.305
8,Low,26,49,165.452,140.611
8,Low,26,50,155.108,134.117
8,Low,26,51,130.747,105.374
8,Low,26,52,168.102,150.027
8,Low,26,53,168.684,142.244
8,Low,26,54,151.769,116.54
8,Low,26,55,136.566,112.876
8,Low,26,56,165.129,144.197
8,Low,26,57,152.149,127.713
8,Low,26,58,152.653,132.278
8,Low,26,59,153.818,121.688
8,Low,26,60,172.91,146.203
8,Low,26,61,170.381,143.51
8,Low,26,62,146.797,132.11
8,Low,26,63,159.24,131.039
8,Low,26,64,129.713,111.838
8,Low,26,65,162.292,137.262
8,Low,26,66,157.13,136.893
8,Low,26,67,127.606,108.179
8,Low,26,68,142.971,118.096
8,Low,26,69,156.435,134.653
8,Low,26,70,143.577,122.649
8,Low,26,71,156.476,130.013
8,Low,26,72,123.556,103.316
8,Low,26,73,143.005,113.505
8,Low,26,74,148.282,139.605
8,Low,26,75,137.422,125.282
8,Low,26,76,143.546,118.328
8,Low,26,77,167.368,137.937
8,Low,26,78,132.47,105.497
8,Low,26,79,164.445,137.679
8,Low,26,80,136.719,104.134
8,Low,26,81,189.588,175.254
8,Low,26,82,165.728,134.255
8,Low,26,83,155.903,128.736
8,Low,26,84,185.044,156.116
8,Low,26,85,159.065,149.51
8,Low,26,86,147.349,117.953
8,Low,26,87,173.939,146.129
8,Low,26,88,167.53,144.849
8,Low,26,89,158.072,133.711
10,High,26,1,226.765,195.751
10,High,26,2,179.77,151.188
10,High,26,3,149.923,119.988
10,High,26,4,171.374,145.446
10,High,26,5,133.207,98.951
10,High,26,6,140.007,118.562
10,High,26,7,143.278,115.388
10,High,26,8,153.114,122.649
10,High,26,9,161.208,133.03
10,High,26,10,152.141,126.244
10,High,26,11,153.864,124.98
10,High,26,12,163.012,133.644
10,High,26,13,153.201,127.515
10,High,26,14,172.676,142.629
10,High,26,15,163.899,135.252
10,High,26,16,156.511,130.159
10,High,26,17,138.402,111.34
10,High,26,18,148.4,124.555
10,High,26,19,184.847,153.164
10,High,26,20,178.916,145.446
10,High,26,21,172.42,150.321
10,High,26,22,179.028,153.115
10,High,26,23,191.705,161.053
10,High,26,24,147.806,119.011
10,High,26,25,191.157,159.305
10,High,26,26,157.166,128.78
10,High,26,27,147.933,128.386
10,High,26,28,150.58,122.342
10,High,26,29,151.866,122.346
10,High,26,30,148.775,119.696
10,High,26,31,176.893,145.39
10,High,26,32,115.82,87.876
10,High,26,33,144.346,115.855
10,High,26,34,178.313,144.444
10,High,26,35,163.614,133.034
10,High,26,36,146.652,125.755
10,High,26,37,159.275,128.739
10,High,26,38,118.212,88.782
10,High,26,39,165.697,136.773
10,High,26,40,135.887,110.852
10,High,26,41,174.234,143.438
10,High,26,42,187.435,161.379
10,High,26,43,139.444,114.291
10,High,26,44,119.018,93.598
10,High,26,45,168.455,143.555
10,High,26,46,170.631,146.922
10,High,26,47,176.635,145.363
10,High,26,48,145.964,126.249
10,High,26,49,132.591,106.575
10,High,26,50,153.873,128.279
10,High,26,51,175.076,143.817
10,High,26,52,128.174,102.517
10,High,26,53,159.419,126.947
10,High,26,54,177.938,156.484
10,High,26,55,158.948,131.012
10,High,26,56,182.433,154.273
10,High,26,57,178.667,145.478
10,High,26,58,159.543,138.449
10,High,26,59,144.252,113.107
10,High,26,60,164.651,130.626
10,High,26,61,161.733,129.35
10,High,26,62,167.204,127.716
10,High,26,63,142.315,113.45
10,High,26,64,159.925,133.049
10,High,26,65,154.773,131.183
10,High,26,66,143.089,114.281
10,High,26,67,161.175,136.576
10,High,26,68,152.082,121.004
10,High,26,69,177.093,148.067
10,High,26,70,149.84,124.174
10,High,26,71,166.725,138.062
10,High,26,72,132.391,102.878
10,High,26,73,163.033,132.505
10,High,26,74,162.938,129.836
10,High,26,75,159.83,132.605
10,High,26,76,143.76,119.524
10,High,26,77,156.22,131.359
10,High,26,78,155.374,129.222
10,High,26,79,121.715,92.488
10,High,26,80,142.953,115.325
10,High,26,81,191.32,162.556
10,High,26,82,167.725,145.908
12,High,26,1,191.263,158.069
12,High,26,2,209.105,172.909
12,High,26,3,134.611,109.748
12,High,26,4,150.587,114.298
12,High,26,5,153.664,128.914
12,High,26,6,166.891,138.474
12,High,26,7,144.736,118.202
12,High,26,8,184.538,157.893
12,High,26,9,183.945,153.388
12,High,26,10,173.31,147.237
12,High,26,11,180.91,157.13
12,High,26,12,143.162,121.376
12,High,26,13,164.778,137.685
12,High,26,14,162.671,135.388
12,High,26,15,174.789,151.553
12,High,26,16,132.659,105.892
12,High,26,17,140.99,108.297
12,High,26,18,171.975,135.265
12,High,26,19,182.335,149.865
12,High,26,20,135.737,109.424
12,High,26,21,160.57,126.711
12,High,26,22,160.59,131.065
12,High,26,23,143.343,114.986
12,High,26,24,161.155,128.78
12,High,26,25,176.775,159.681
12,High,26,26,148.363,115.453
12,High,26,27,153.9,128.859
12,High,26,28,162.17,137.43
12,High,26,29,182.382,154.145
12,High,26,30,150.503,125.131
12,High,26,31,163.894,141.739
12,High,26,32,171.683,139.964
12,High,26,33,181.951,151.734
12,High,26,34,188.035,152.066
12,High,26,35,171.093,145.191
12,High,26,36,128.343,106.308
12,High,26,37,160.545,135.16
12,High,26,38,139.796,127.682
12,High,26,39,155.532,127.771
12,High,26,40,164.109,136.856
12,High,26,41,184.488,153.845
12,High,26,42,192.204,162.371
12,High,26,43,142.942,113.222
12,High,26,44,131.974,102.337
12,High,26,45,176.222,141.813
12,High,26,46,203.217,181.474
12,High,26,47,142.456,116.357
12,High,26,48,137.492,113.177
12,High,26,49,143.658,121.02
