LB,Treatment,Size_Class,Larvae,Length,Height,,,,
5,High,M,32,114.161,77.787,,,,
5,High,M,33,114.591,81.098,,,,
5,High,M,34,110.362,82.73,,,,
5,High,M,35,116.699,80.619,,,,
5,High,M,36,110.661,82.142,,,,
5,High,M,37,111.655,76.801,,,,
5,High,M,38,112.84,81.5,,,,
5,High,M,39,109.922,76.487,,,,
5,High,M,40,115.846,77.903,,,,
5,High,M,41,115.261,80.633,,,,
5,High,M,42,111.183,79.809,,,,
5,High,M,43,108.158,77.531,,,,
5,High,M,44,114.768,81.95,,,,
5,High,M,45,115.16,81.412,,,,
5,High,M,46,112.573,80.666,,,,
5,High,M,47,105.5,77.918,,,,
5,High,M,48,113.831,82.798,,,,
5,High,M,49,114.869,81.43,,,,
5,High,M,50,117.84,79.356,,,,
5,High,M,51,112.038,78.938,,,,
5,High,M,52,111.904,81.964,,,,
5,High,M,53,113.434,84.443,,,,
5,High,M,54,114.699,80.297,,,,
5,High,M,55,115.003,79.682,,,,
5,High,M,56,119.02,79.861,,,,
5,High,M,57,114.332,81.139,,,,
5,High,M,58,114.243,80.689,,,,
5,High,M,59,112.303,80.423,,,,
5,High,M,60,108.505,81.633,,,,
5,High,M,61,110.549,81.744,,,,
5,High,M,62,116.312,80.991,,,,
5,High,M,63,117.281,79.356,,,,
5,High,M,64,114.437,80.217,,,,
5,High,M,65,113.963,79.128,,,,
5,High,M,66,115.574,83.885,,,,
5,High,M,67,111.119,80.316,,,,
5,High,M,68,116.118,80.582,,,,
5,High,M,69,113.129,80.814,,,,
5,High,M,70,115.417,79.79,,,,
5,High,M,71,113.219,82.962,,,,
5,High,M,72,108.823,75.969,,,,
5,High,M,73,116.251,80.745,,,,
5,High,M,74,109.047,83.183,,,,
5,High,M,75,107.489,76.457,,,,
5,High,M,76,111.5,81.079,,,,
5,High,M,77,118.805,81.486,,,,
5,High,M,78,107.213,74.793,,,,
5,High,M,79,118.377,84.523,,,,
5,High,M,80,105.014,78.187,,,,
5,High,M,81,116.715,80.109,,,,
5,High,M,82,102.406,69.869,,,,
5,High,M,83,114.581,80.945,,,,
5,High,M,84,111.389,79.564,,,,
5,High,M,85,113.716,79.865,,,,
5,High,M,86,117.393,82.58,,,,
5,High,M,87,117.197,85.218,,,,
5,High,M,88,116.483,82.17,,,,
5,High,M,89,109.635,74.728,,,,
5,High,M,90,119.219,83.02,,,,
5,High,M,91,114.161,83.705,,,,
5,High,M,92,117.942,84.541,,,,
5,High,M,93,110.498,77.531,,,,
5,High,M,94,109.429,71.148,,,,
5,High,M,95,114.974,76.482,,,,
5,High,M,96,114.62,81.776,,,,
5,High,M,97,116.018,73.68,,,,
5,High,M,98,112.687,82.023,,,,
5,High,M,99,113.716,81.523,,,,
5,High,M,100,109.542,78.695,,,,
5,High,M,101,114.397,79.09,,,,
5,High,M,102,116.619,83.979,,,,
5,High,M,103,113.884,78.704,,,,
5,High,L,1,115.479,85.583,118.2047069,3.154420865,84.61712069,2.207809944
5,High,L,2,118.479,86.099,,,,
5,High,L,3,117.715,80.991,,,,
5,High,L,4,122.936,84.193,,,,
5,High,L,5,116.118,87.032,,,,
5,High,L,6,119.247,85.636,,,,
5,High,L,7,118.758,84.166,,,,
5,High,L,8,116.303,87.05,,,,
5,High,L,9,120.762,85.951,,,,
5,High,L,10,117.338,86.617,,,,
5,High,L,11,122.059,85.372,,,,
5,High,L,12,118.805,85.081,,,,
5,High,L,13,114.804,83.305,,,,
5,High,L,14,119.514,81.964,,,,
5,High,L,15,115.414,85.046,,,,
5,High,L,16,113.325,83.016,,,,
5,High,L,17,118.145,81.167,,,,
5,High,L,18,116.793,83.332,,,,
5,High,L,19,111.796,82.184,,,,
5,High,L,20,116.118,85.002,,,,
5,High,L,21,119.973,81.656,,,,
5,High,L,22,118.235,82.571,,,,
5,High,L,23,127.647,88.348,,,,
5,High,L,24,118.374,84.242,,,,
5,High,L,25,119.599,80.991,,,,
5,High,L,26,121.386,83.974,,,,
5,High,L,27,118.577,85.798,,,,
5,High,L,28,119.01,87.205,,,,
5,High,L,29,121.494,86.13,,,,
5,High,L,30,116.39,82.238,,,,
5,High,L,31,126.288,87.1,,,,
5,High,L,32,117.325,83.683,,,,
5,High,L,33,122.593,85.925,,,,
5,High,L,34,115.421,87.084,,,,
5,High,L,35,116.225,83.219,,,,
5,High,L,36,122.642,86.165,,,,
5,High,L,37,113.318,83.255,,,,
5,High,L,38,116.554,86.165,,,,
5,High,L,39,113.487,80.875,,,,
5,High,L,40,119.01,86.76,,,,
5,High,L,41,113.716,80.814,,,,
5,High,L,42,119.31,86.356,,,,
5,High,L,43,118.653,87.308,,,,
5,High,L,44,113.742,87.887,,,,
5,High,L,45,115.726,85.938,,,,
5,High,L,46,119.511,81.803,,,,
5,High,L,47,115.976,86.073,,,,
5,High,L,48,113.884,86.929,,,,
5,High,L,49,124.681,90.747,,,,
5,High,L,50,119.436,85.372,,,,
5,High,L,51,119.01,88.271,,,,
5,High,L,52,118.783,86.699,,,,
5,High,L,53,120.722,88.488,,,,
5,High,L,54,121.664,82.708,,,,
5,High,L,55,112.74,83.328,,,,
5,High,L,56,119.775,88.271,,,,
5,High,L,57,117.303,81.176,,,,
5,High,L,58,116.067,84.153,,,,
5,High,L,59,118.909,88.928,,,,
5,High,L,60,127.708,88.776,,,,
5,High,L,61,117.786,82.28,,,,
5,High,L,62,120.441,83.44,,,,
5,High,L,63,118.577,85.152,,,,
5,High,L,64,117.916,85.815,,,,
5,High,L,65,118.834,85.855,,,,
5,High,L,66,121.023,82.216,,,,
5,High,L,67,115.613,84.193,,,,
5,High,L,68,116.773,85.2,,,,
5,High,L,69,114.424,81.5,,,,
5,High,L,70,113.989,82.871,,,,
5,High,L,71,125.59,85.583,,,,
5,High,L,72,117.9,85.833,,,,
5,High,L,73,117.095,83.016,,,,
5,High,L,74,114.634,79.832,,,,
5,High,L,75,117.341,81.042,,,,
5,High,L,76,123.275,88.386,,,,
5,High,L,77,116.183,86.79,,,,
5,High,L,78,116.879,85.938,,,,
5,High,L,79,116.889,82.58,,,,
5,High,L,80,119.02,84.736,,,,
5,High,L,81,118.184,86.478,,,,
5,High,L,82,115.759,82.293,,,,
5,High,L,83,114.63,86.959,,,,
5,High,L,84,116.69,84.296,,,,
5,High,L,85,120.501,82.362,,,,
5,High,L,86,121.367,84.028,,,,
5,High,L,87,119.219,85.653,,,,
5,High,L,88,123.116,85.82,,,,
5,High,L,89,113.762,83.115,,,,
5,High,L,90,122.099,82.142,,,,
5,High,L,91,118.565,83.992,,,,
5,High,L,92,116.312,85.359,,,,
5,High,L,93,117.085,83.115,,,,
5,High,L,94,123.082,84.153,,,,
5,High,L,95,116.619,85.231,,,,
5,High,L,96,118.599,84.385,,,,
5,High,L,97,113.196,83.346,,,,
5,High,L,98,117.814,83.992,,,,
5,High,L,99,120.874,83.02,,,,
5,High,L,100,113.474,80.297,,,,
5,High,L,101,118.377,84.541,,,,
5,High,L,102,116.506,81.964,,,,
5,High,L,103,121.609,88.573,,,,
5,High,L,104,114.788,84.829,,,,
5,High,L,105,116.157,84.966,,,,
5,High,L,106,113.874,87.291,,,,
5,High,L,107,115.421,82.839,,,,
5,High,L,108,116.222,81.693,,,,
5,High,L,109,117.306,84.095,,,,
5,High,L,110,117.111,84.082,,,,
5,High,L,111,119.875,85.306,,,,
5,High,L,112,120.663,83.939,,,,
5,High,L,113,122.049,83.436,,,,
5,High,L,114,118.428,85.324,,,,
5,High,L,115,121.271,85.938,,,,
5,High,L,116,120.188,82.28,,,,
5,High,XL,1,117.9,89.686,119.8917674,3.138755316,86.76695349,2.431279948
5,High,XL,2,117.537,83.346,,,,
5,High,XL,3,115.739,86.53,,,,
5,High,XL,4,118.701,85.39,,,,
5,High,XL,5,119.033,86.959,,,,
5,High,XL,6,121.163,90.187,,,,
5,High,XL,7,116.786,82.803,,,,
5,High,XL,8,122.685,83.503,,,,
5,High,XL,9,122.145,89.991,,,,
5,High,XL,10,120.423,90.636,,,,
5,High,XL,11,115.885,86.073,,,,
5,High,XL,12,119.558,86.669,,,,
5,High,XL,13,123.968,85.815,,,,
5,High,XL,14,117.843,86.126,,,,
5,High,XL,15,121.664,86.552,,,,
5,High,XL,16,120.188,84.509,,,,
5,High,XL,17,120.188,86.073,,,,
5,High,XL,18,119.033,85.372,,,,
5,High,XL,19,118.053,88.759,,,,
5,High,XL,20,117.05,84.948,,,,
5,High,XL,21,120.563,88.28,,,,
5,High,XL,22,117.101,86.095,,,,
5,High,XL,23,119.398,88.028,,,,
5,High,XL,24,125.162,87.304,,,,
5,High,XL,25,120.837,86.682,,,,
5,High,XL,26,120.862,87.308,,,,
5,High,XL,27,115.989,81.449,,,,
5,High,XL,28,121.979,90.499,,,,
5,High,XL,29,119.816,84.443,,,,
5,High,XL,30,117.2,88.42,,,,
5,High,XL,31,120.013,85.108,,,,
5,High,XL,32,121.726,86.838,,,,
5,High,XL,33,124.635,88.067,,,,
5,High,XL,34,114.663,82.871,,,,
5,High,XL,35,118.174,85.517,,,,
5,High,XL,36,122.639,90.623,,,,
5,High,XL,37,120.423,84.953,,,,
5,High,XL,38,120.088,86.478,,,,
5,High,XL,39,121.553,87.703,,,,
5,High,XL,40,120.313,83.436,,,,
5,High,XL,41,125.255,87.652,,,,
5,High,XL,42,108.283,78.551,,,,
5,High,XL,43,122.859,88.602,,,,
5,High,XL,44,121.457,88.101,,,,
5,High,XL,45,121.726,88.552,,,,
5,High,XL,46,123.214,87.823,,,,
5,High,XL,47,121.188,84.621,,,,
5,High,XL,48,120.716,85.938,,,,
5,High,XL,49,120.675,88.301,,,,
5,High,XL,50,112.867,82.717,,,,
5,High,XL,51,120.74,82.257,,,,
5,High,XL,52,117.101,86.165,,,,
5,High,XL,53,121.584,88.399,,,,
5,High,XL,54,121.188,89.635,,,,
5,High,XL,55,118.488,84.349,,,,
5,High,XL,56,120.635,88.165,,,,
5,High,XL,57,120.263,87.887,,,,
5,High,XL,58,123.198,91.674,,,,
5,High,XL,59,119.624,86.894,,,,
5,High,XL,60,114.424,83.943,,,,
5,High,XL,61,119.514,86.356,,,,
5,High,XL,62,120.423,84.9,,,,
5,High,XL,63,117.149,84.621,,,,
5,High,XL,64,118.25,87.222,,,,
5,High,XL,65,120.192,85.306,,,,
5,High,XL,66,121.729,86.621,,,,
5,High,XL,67,122.299,87.994,,,,
5,High,XL,68,121.929,86.911,,,,
5,High,XL,69,119.137,83.287,,,,
5,High,XL,70,122.982,88.271,,,,
5,High,XL,71,119.941,86.608,,,,
5,High,XL,72,120.233,88.954,,,,
5,High,XL,73,114.374,85.82,,,,
5,High,XL,74,128.316,93.653,,,,
5,High,XL,75,122.249,88.305,,,,
5,High,XL,76,123.284,86.838,,,,
5,High,XL,77,124.418,89.232,,,,
5,High,XL,78,120.911,88.101,,,,
5,High,XL,79,117.101,86.929,,,,
5,High,XL,80,124.97,88.454,,,,
5,High,XL,81,114.817,86.165,,,,
5,High,XL,82,114.689,85.587,,,,
5,High,XL,83,122.111,89.182,,,,
5,High,XL,84,114.082,89.966,,,,
5,High,XL,85,120.073,86.751,,,,
5,High,XL,86,121.358,89.669,,,,
7,Low,S,1,104.401,74.446,102.8195784,4.559120177,73.2302549,2.822605207
7,Low,S,2,100.51,75.074,,,,
7,Low,S,3,102.344,68.851,,,,
7,Low,S,4,106.107,73.807,,,,
7,Low,S,5,102.479,71.883,,,,
7,Low,S,6,103.562,74.818,,,,
7,Low,S,7,99.786,70.746,,,,
7,Low,S,8,92.701,68.039,,,,
7,Low,S,9,96.166,69.573,,,,
7,Low,S,10,107.237,75.989,,,,
7,Low,S,11,100.319,72.202,,,,
7,Low,S,12,105.542,74.657,,,,
7,Low,S,13,105.756,76.752,,,,
7,Low,S,14,100.79,72.694,,,,
7,Low,S,15,97.593,71.92,,,,
7,Low,S,16,101.599,76.014,,,,
7,Low,S,17,107.856,76.162,,,,
7,Low,S,18,101.166,77.317,,,,
7,Low,S,19,94.738,70.639,,,,
7,Low,S,20,106.51,71.883,,,,
7,Low,S,21,106.082,73.25,,,,
7,Low,S,22,103.892,70.046,,,,
7,Low,S,23,103.385,72.653,,,,
7,Low,S,24,97.474,72.28,,,,
7,Low,S,25,104.08,71.92,,,,
7,Low,S,26,106.252,77.38,,,,
7,Low,S,27,105.243,72.368,,,,
7,Low,S,28,102.013,73.593,,,,
7,Low,S,29,107.517,73.44,,,,
7,Low,S,30,97.863,72.834,,,,
7,Low,S,31,106.816,75.493,,,,
7,Low,S,32,105.489,72.962,,,,
7,Low,S,33,98.928,75.179,,,,
7,Low,S,34,101.166,69.589,,,,
7,Low,S,35,107.265,74.818,,,,
7,Low,S,36,104.249,72.998,,,,
7,Low,S,37,95.035,72.916,,,,
7,Low,S,38,103.02,73.756,,,,
7,Low,S,39,103.108,75.528,,,,
7,Low,S,40,103.62,69.805,,,,
7,Low,S,41,98.821,71.127,,,,
7,Low,S,42,100.45,69.971,,,,
7,Low,S,43,95.626,69.02,,,,
7,Low,S,44,110.753,76.384,,,,
7,Low,S,45,97.701,70.942,,,,
7,Low,S,46,104.314,71.069,,,,
7,Low,S,47,98.261,71,,,,
7,Low,S,48,105.175,74.833,,,,
7,Low,S,49,102.893,74.431,,,,
7,Low,S,50,103.37,71.322,,,,
7,Low,S,51,99.666,73.817,,,,
7,Low,S,52,94.296,72.254,,,,
7,Low,S,53,97.951,72.134,,,,
7,Low,S,54,104.152,76.801,,,,
7,Low,S,55,102.728,72.466,,,,
7,Low,S,56,104.627,73.47,,,,
7,Low,S,57,102.465,70.405,,,,
7,Low,S,58,104.112,68.528,,,,
7,Low,S,59,107.195,75.93,,,,
7,Low,S,60,99.534,67.751,,,,
7,Low,S,61,95.626,67.306,,,,
7,Low,S,62,107.946,74.511,,,,
7,Low,S,63,97.955,70.942,,,,
7,Low,S,64,104.602,74.853,,,,
7,Low,S,65,103.646,74.531,,,,
7,Low,S,66,99.288,71.826,,,,
7,Low,S,67,96.875,71.716,,,,
7,Low,S,68,102.801,75.692,,,,
7,Low,S,69,106.651,78.091,,,,
7,Low,S,70,99.959,68,,,,
7,Low,S,71,100.686,74.005,,,,
7,Low,S,72,101.777,74.894,,,,
7,Low,S,73,104.738,75.209,,,,
7,Low,S,74,105.114,74.672,,,,
7,Low,S,75,112.52,82.53,,,,
7,Low,S,76,99.242,64.431,,,,
7,Low,S,77,104.487,71.951,,,,
7,Low,S,78,105.311,73.332,,,,
7,Low,S,79,101.088,76.211,,,,
7,Low,S,80,108.491,75.593,,,,
7,Low,S,81,111.23,75.528,,,,
7,Low,S,82,102.362,71.842,,,,
7,Low,S,83,101.95,70.234,,,,
7,Low,S,84,103.221,78.057,,,,
7,Low,S,85,108.356,73.726,,,,
7,Low,S,86,108.353,73.081,,,,
7,Low,S,87,99.447,71.695,,,,
7,Low,S,88,106.284,76.737,,,,
7,Low,S,89,100.076,73.004,,,,
7,Low,S,90,99.79,71.742,,,,
7,Low,S,91,114.424,75.433,,,,
7,Low,S,92,102.904,72.895,,,,
7,Low,S,93,105.752,75.528,,,,
7,Low,S,94,113.275,74.899,,,,
7,Low,S,95,100.51,74.122,,,,
7,Low,S,96,103.283,74.627,,,,
7,Low,S,97,102.45,71.164,,,,
7,Low,S,98,105.969,75.692,,,,
7,Low,S,99,106.51,77.657,,,,
7,Low,S,100,110.141,78.709,,,,
7,Low,S,101,91.284,69.885,,,,
7,Low,S,102,97.474,73.004,,,,
7,Low,M,1,104.296,77.579,109.8813535,4.194520715,79.65813131,2.932678092
7,Low,M,2,106.985,75.493,,,,
7,Low,M,3,103.979,78.057,,,,
7,Low,M,4,112.098,80.297,,,,
7,Low,M,5,102.064,71.338,,,,
7,Low,M,6,110.984,80.917,,,,
7,Low,M,7,102.988,72.3,,,,
7,Low,M,8,112.7,83.436,,,,
7,Low,M,9,110.332,80.991,,,,
7,Low,M,10,110.906,84.443,,,,
7,Low,M,11,106.209,80.311,,,,
7,Low,M,12,115.859,80.316,,,,
7,Low,M,13,116.209,78.134,,,,
7,Low,M,14,112.85,81.647,,,,
7,Low,M,15,108.878,80.02,,,,
7,Low,M,16,113.636,81.647,,,,
7,Low,M,17,105.809,78.957,,,,
7,Low,M,18,103.968,80.54,,,,
7,Low,M,19,104.555,78.952,,,,
7,Low,M,20,107.988,80.917,,,,
7,Low,M,21,114.424,79.469,,,,
7,Low,M,22,110.362,80.058,,,,
7,Low,M,23,114.111,85.253,,,,
7,Low,M,24,109.223,79,,,,
7,Low,M,25,107.465,75.493,,,,
7,Low,M,26,113.96,84.705,,,,
7,Low,M,27,113.023,78.23,,,,
7,Low,M,28,112.129,78.809,,,,
7,Low,M,29,93.829,72.962,,,,
7,Low,M,30,109.305,79.114,,,,
7,Low,M,31,109.649,76.947,,,,
7,Low,M,32,121.107,84.829,,,,
7,Low,M,33,110.753,76.325,,,,
7,Low,M,34,115.466,80.409,,,,
7,Low,M,35,112.84,80.814,,,,
7,Low,M,36,114.63,84.527,,,,
7,Low,M,37,112.155,79.071,,,,
7,Low,M,38,112.73,82.653,,,,
7,Low,M,39,107.409,76.359,,,,
7,Low,M,40,113.976,82.948,,,,
7,Low,M,41,111.796,77.961,,,,
7,Low,M,42,110.168,80.058,,,,
7,Low,M,43,110.468,79.832,,,,
7,Low,M,44,107.027,78.057,,,,
7,Low,M,45,111.591,81.702,,,,
7,Low,M,46,114.184,84.443,,,,
7,Low,M,47,110.59,77.555,,,,
7,Low,M,48,108.903,77.05,,,,
7,Low,M,49,110.209,78.384,,,,
7,Low,M,50,107.458,80.968,,,,
7,Low,M,51,111.119,77.845,,,,
7,Low,M,52,101.891,77.108,,,,
7,Low,M,53,109.347,81.412,,,,
7,Low,M,54,109.388,81.776,,,,
7,Low,M,55,103.7,81.707,,,,
7,Low,M,56,116.477,82.512,,,,
7,Low,M,57,107.782,75.776,,,,
7,Low,M,58,108.909,79.114,,,,
7,Low,M,59,111.311,81.523,,,,
7,Low,M,60,112.226,83.368,,,,
7,Low,M,61,106.651,77.269,,,,
7,Low,M,62,114.012,79.085,,,,
7,Low,M,63,107.111,78.551,,,,
7,Low,M,64,105.061,70.261,,,,
7,Low,M,65,105.88,77.167,,,,
7,Low,M,66,107.044,76.698,,,,
7,Low,M,67,116.261,84.833,,,,
7,Low,M,68,107.433,83.093,,,,
7,Low,M,69,105.614,76.737,,,,
7,Low,M,70,110.137,79.493,,,,
7,Low,M,71,112.025,82.108,,,,
7,Low,M,72,109.432,80.128,,,,
7,Low,M,73,105.539,81.139,,,,
7,Low,M,74,111.338,80.707,,,,
7,Low,M,75,116.225,81.776,,,,
7,Low,M,76,113.606,82.462,,,,
7,Low,M,77,110.851,79.823,,,,
7,Low,M,78,107.279,78.962,,,,
7,Low,M,79,112.37,76.913,,,,
7,Low,M,80,110.661,84.349,,,,
7,Low,M,81,114.296,79.266,,,,
7,Low,M,82,113.953,82.257,,,,
7,Low,M,83,110.906,77.613,,,,
7,Low,M,84,110.018,81.615,,,,
7,Low,M,85,102.801,74.061,,,,
7,Low,M,86,111.197,81.927,,,,
7,Low,M,87,109.432,78.398,,,,
7,Low,M,88,108.937,79.493,,,,
7,Low,M,89,97.889,75.393,,,,
7,Low,M,90,110.953,80.619,,,,
7,Low,M,91,106.827,78.134,,,,
7,Low,M,92,112.37,81.056,,,,
7,Low,M,93,110.172,81.776,,,,
7,Low,M,94,104.889,78.924,,,,
7,Low,M,95,114.804,80.945,,,,
7,Low,M,96,112.787,78.096,,,,
7,Low,M,97,111.183,82.28,,,,
7,Low,M,98,113.831,81.43,,,,
7,Low,M,99,110.096,78.9,,,,
7,Low,L,1,112.837,86.073,112.8178438,3.985390537,82.35722917,2.832991644
7,Low,L,2,111.399,72.368,,,,
7,Low,L,3,116.841,87.347,,,,
7,Low,L,4,112.289,80.128,,,,
7,Low,L,5,112.035,83.791,,,,
7,Low,L,6,113.953,78.952,,,,
7,Low,L,7,110.39,83.508,,,,
7,Low,L,8,102.801,86.552,,,,
7,Low,L,9,118.488,82.512,,,,
7,Low,L,10,107.5,83.436,,,,
7,Low,L,11,107.265,81.523,,,,
7,Low,L,12,113.05,84.541,,,,
7,Low,L,13,113.106,81.241,,,,
7,Low,L,14,111.655,81.079,,,,
7,Low,L,15,113.106,80.577,,,,
7,Low,L,16,109.649,84.153,,,,
7,Low,L,17,122.013,83.683,,,,
7,Low,L,18,118.044,83.548,,,,
7,Low,L,19,109.274,79.823,,,,
7,Low,L,20,113.318,84.086,,,,
7,Low,L,21,114.065,82.142,,,,
7,Low,L,22,113.96,79.903,,,,
7,Low,L,23,114.611,83.759,,,,
7,Low,L,24,116.69,79.903,,,,
7,Low,L,25,114.374,81.43,,,,
7,Low,L,26,117.085,87.857,,,,
7,Low,L,27,110.956,81.854,,,,
7,Low,L,28,112.436,84.509,,,,
7,Low,L,29,118.729,84.349,,,,
7,Low,L,30,110.984,80.647,,,,
7,Low,L,31,113.02,77.903,,,,
7,Low,L,32,114.801,84.665,,,,
7,Low,L,33,109.991,80.048,,,,
7,Low,L,34,112.303,84.242,,,,
7,Low,L,35,109.219,84.953,,,,
7,Low,L,36,114.243,82.462,,,,
7,Low,L,37,113.606,84.153,,,,
7,Low,L,38,105.261,81.065,,,,
7,Low,L,39,115.114,85.587,,,,
7,Low,L,40,118.488,81.065,,,,
7,Low,L,41,113.742,86.413,,,,
7,Low,L,42,105.756,83.934,,,,
7,Low,L,43,114.817,83.992,,,,
7,Low,L,44,107.465,84.193,,,,
7,Low,L,45,120.936,86.073,,,,
7,Low,L,46,114.948,85.955,,,,
7,Low,L,47,113.874,82.238,,,,
7,Low,L,48,101.777,74.939,,,,
7,Low,L,49,110.498,85.046,,,,
7,Low,L,50,110.549,81.927,,,,
7,Low,L,51,113.434,81.909,,,,
7,Low,L,52,113.636,83.737,,,,
7,Low,L,53,117.776,83.503,,,,
7,Low,L,54,111.473,86.79,,,,
7,Low,L,55,112.182,80.484,,,,
7,Low,L,56,107.769,75.074,,,,
7,Low,L,57,102.064,79.54,,,,
7,Low,L,58,112.73,81.176,,,,
7,Low,L,59,109.659,82.17,,,,
7,Low,L,60,112.303,76.487,,,,
7,Low,L,61,116.458,85.372,,,,
7,Low,L,62,113.325,85.183,,,,
7,Low,L,63,107.517,77.628,,,,
7,Low,L,64,106.971,81.028,,,,
7,Low,L,65,114.374,81.854,,,,
7,Low,L,66,112.92,80.409,,,,
7,Low,L,67,107.181,82.28,,,,
7,Low,L,68,112.289,85.363,,,,
7,Low,L,69,111.349,80.409,,,,
7,Low,L,70,107.939,80.409,,,,
7,Low,L,71,113.249,83.992,,,,
7,Low,L,72,108.019,80.016,,,,
7,Low,L,73,111.874,83.328,,,,
7,Low,L,74,106.763,78.057,,,,
7,Low,L,75,116.183,83.287,,,,
7,Low,L,76,119.665,84.665,,,,
7,Low,L,77,113.973,83.737,,,,
7,Low,L,78,115.258,80.945,,,,
7,Low,L,79,112.386,79.389,,,,
7,Low,L,80,119.111,77.186,,,,
7,Low,L,81,114.111,82.462,,,,
7,Low,L,82,114.869,83.057,,,,
7,Low,L,83,109.789,81.799,,,,
7,Low,L,84,121.717,86.165,,,,
7,Low,L,85,114.243,83.233,,,,
7,Low,L,86,116.699,81.95,,,,
7,Low,L,87,112.249,79.823,,,,
7,Low,L,88,117.341,82.353,,,,
7,Low,L,89,112.547,84.509,,,,
7,Low,L,90,113.487,79.582,,,,
7,Low,L,91,116.57,86.282,,,,
7,Low,L,92,114.66,79.356,,,,
7,Low,L,93,118.053,82.585,,,,
7,Low,L,94,113.643,84.024,,,,
7,Low,L,95,113.96,85.218,,,,
7,Low,L,96,113.434,82.362,,,,
7,Low,XL,1,117.891,84.948,113.8339796,4.867104159,85.19497959,4.413017144
7,Low,XL,2,116.686,87.51,,,,
7,Low,XL,3,123.198,87.549,,,,
7,Low,XL,4,106.453,84.314,,,,
7,Low,XL,5,115.339,84.988,,,,
7,Low,XL,6,115.648,89.085,,,,
7,Low,XL,7,118.577,86.53,,,,
7,Low,XL,8,114.397,88.509,,,,
7,Low,XL,9,117.2,90.416,,,,
7,Low,XL,10,110.335,81.523,,,,
7,Low,XL,11,118.145,88.624,,,,
7,Low,XL,12,108.113,78.709,,,,
7,Low,XL,13,115.062,86.374,,,,
7,Low,XL,14,114.121,84.474,,,,
7,Low,XL,15,107.852,85.833,,,,
7,Low,XL,16,110.967,88.42,,,,
7,Low,XL,17,118.631,85.324,,,,
7,Low,XL,18,103.7,77.03,,,,
7,Low,XL,19,111.843,87.084,,,,
7,Low,XL,20,120.491,90.154,,,,
7,Low,XL,21,113.963,84.683,,,,
7,Low,XL,22,116.995,84.634,,,,
7,Low,XL,23,123.43,81.61,,,,
7,Low,XL,24,109.219,83.219,,,,
7,Low,XL,25,113.02,87.222,,,,
7,Low,XL,26,126.769,90.939,,,,
7,Low,XL,27,118.809,89.068,,,,
7,Low,XL,28,114.003,83.741,,,,
7,Low,XL,29,110.335,87.071,,,,
7,Low,XL,30,101.344,71.322,,,,
7,Low,XL,31,110.427,88.067,,,,
7,Low,XL,32,109.237,78.249,,,,
7,Low,XL,33,109.922,81.167,,,,
7,Low,XL,34,108.356,91.165,,,,
7,Low,XL,35,113.02,80.128,,,,
7,Low,XL,36,114.437,82.037,,,,
7,Low,XL,37,112.81,77.749,,,,
7,Low,XL,38,112.52,83.683,,,,
7,Low,XL,39,111.941,86.552,,,,
7,Low,XL,40,118.928,85.587,,,,
7,Low,XL,41,113.765,75.458,,,,
7,Low,XL,42,116.879,85.693,,,,
7,Low,XL,43,115.421,86.443,,,,
7,Low,XL,44,116.979,87.669,,,,
7,Low,XL,45,114.111,93.913,,,,
7,Low,XL,46,113.395,89.497,,,,
7,Low,XL,47,111.85,89.669,,,,
7,Low,XL,48,108.975,86.929,,,,
7,Low,XL,49,112.356,83.992,,,,
10,High,S,1,108.749,76.473,110.8239245,6.041453995,78.59818868,4.233360879
10,High,S,2,113.63,84.657,,,,
10,High,S,3,114.061,82.444,,,,
10,High,S,4,114.924,82.444,,,,
10,High,S,5,123.291,88.954,,,,
10,High,S,6,103.806,78.903,,,,
10,High,S,7,115.162,79.29,,,,
10,High,S,8,108.079,72.809,,,,
10,High,S,9,109.684,76.265,,,,
10,High,S,10,97.725,66.894,,,,
10,High,S,11,117.188,85.504,,,,
10,High,S,12,107.493,79.603,,,,
10,High,S,13,103.258,78.27,,,,
10,High,S,14,114.139,80.961,,,,
10,High,S,15,110.926,71.608,,,,
10,High,S,16,117.236,87.114,,,,
10,High,S,17,103.863,78.249,,,,
10,High,S,18,110.498,74.107,,,,
10,High,S,19,115.94,81.578,,,,
10,High,S,20,108.934,77.152,,,,
10,High,S,21,114.801,78.004,,,,
10,High,S,22,121.568,85.081,,,,
10,High,S,23,109.402,72.092,,,,
10,High,S,24,114.111,81.633,,,,
10,High,S,25,100.984,76.737,,,,
10,High,S,26,106.939,75.393,,,,
10,High,S,27,111.635,74.431,,,,
10,High,S,28,104.724,73.435,,,,
10,High,S,29,122.495,88.373,,,,
10,High,S,30,120.722,85.218,,,,
10,High,S,31,112.956,78.134,,,,
10,High,S,32,112.098,79.071,,,,
10,High,S,33,112.045,79.682,,,,
10,High,S,34,105.784,72.134,,,,
10,High,S,35,104.199,74.37,,,,
10,High,S,36,114.742,83.862,,,,
10,High,S,37,118.044,81.647,,,,
10,High,S,38,110.437,77.269,,,,
10,High,S,39,106.351,73.7,,,,
10,High,S,40,116.225,81.287,,,,
10,High,S,41,117.709,84.904,,,,
10,High,S,42,103.326,74.733,,,,
10,High,S,43,103.62,75.009,,,,
10,High,S,44,112.687,79.493,,,,
10,High,S,45,104.584,74.289,,,,
10,High,S,46,104.033,72.998,,,,
10,High,S,47,111.847,80.109,,,,
